0,0,0,0,0,0
-3,-10,65,114,-197,96
-3,-10,65,114,-197,96
-1,-13,127,279,238,85
-1,-14,-102,461,264,125
0,-17,-81,480,225,152
0,-20,-65,551,181,160
0,-24,-52,602,-320,230
0,-37,-25,658,320,215
1,-37,-29,462,96,91
3,-44,-14,-121,24,-235
3,-41,-15,11,-179,-11
0,-41,-10,-280,-460,9
1,-40,-13,-432,126,-89
2,-37,-15,-291,-110,-235
-5,-33,-15,-365,-496,-445
-4,-32,-14,-144,-237,-425
-5,-33,-22,5,671,-1118
3,-29,-19,-645,325,-830
11,-21,-16,-756,463,-941
17,-11,-13,-886,542,-1147
26,1,-17,-1270,392,-1784
24,4,-19,-1156,891,-1864
46,22,-29,-2223,4996,-3372
88,46,-20,-3860,10949,-5960
-9,-84,103,-11868,24323,-10512
53,18,69,-13378,-30986,-14918
115,95,-42,-24756,29463,-25359
116,30,53,-27723,13564,-28823
14,103,103,-18626,18976,-29867
-102,-89,-67,-11100,20368,31233
48,57,-26,-9050,18419,32626
126,-29,20,-1131,15635,-32112
-38,-2,15,-12596,-9620,3315
-108,-65,-56,8814,-17492,-28193
79,-50,-102,6926,-2057,-19909
91,69,31,6589,18963,-9110
53,17,118,-5506,7890,-5059
19,-80,24,-16107,-18915,-2479
-49,-13,-38,26970,2367,8237
E
-92,-50,-53,31021,-974,13664
-24,1,-74,32703,-9444,11254
42,56,35,32703,11822,9157
-109,-78,-34,32703,-26949,5944
-53,-69,-95,32703,25458,10007
98,53,55,-28430,25099,4693
113,-17,121,-27484,7601,2421
85,4,-43,-12924,9805,2891
-121,-25,83,690,-10696,-1230
14,126,66,22123,1129,-1065
59,45,-35,15281,-5513,-4505
124,18,85,26746,22463,-11174
-87,-50,124,25504,8314,-11296
46,-72,13,32478,16624,-13056
-92,-77,76,-32662,19356,-11473
64,88,-72,-32409,11655,-12691
-123,-114,-72,32706,9050,-12405
-11,-105,-121,32706,7285,-5304
-102,30,-99,32706,2828,-5747
53,40,-23,24757,9106,-5342
96,-109,-95,4894,6437,-1877
73,-23,103,2967,18184,-118
28,-8,108,-32176,-14363,2658
-13,27,122,-27169,-7492,3288
111,38,-96,28581,25531,15040
87,36,-64,32704,-18184,10839
-116,58,98,32704,3430,9441
-87,93,99,32704,-175,4357
-17,3,-103,32704,-7693,77
71,114,-27,32704,31774,2433
-4,23,-13,32704,30592,-6964
-50,-74,-17,-28908,27489,1685
-83,-120,24,3705,-4853,-842
30,-44,-103,3530,13793,-2390
-104,-29,93,-30738,28795,15264
-6,-27,-102,26619,1533,-16269
-115,109,79,-29209,18686,-13644
-100,-57,69,32705,21205,-10766
60,-9,-78,32705,580,-16319
-37,-94,-62,32705,16149,-13564
E
5,-77,110,32705,536,-17942
-10,84,5,32705,24657,-13272
78,75,-12,32705,19888,-9714
16,-45,9,32705,31495,-16
29,-62,84,20120,5541,-2769
-106,55,55,3112,9152,-3886
-40,94,-84,-8092,1131,-2890
-19,-90,-76,-7516,-5969,3231
-114,-9,-76,-8335,1012,1979
-126,-16,57,-4286,24992,6498
-37,8,117,-11098,-5496,-1767
57,104,2,-15031,-2943,3665
-40,9,108,-17444,8375,-1832
60,-71,-38,-15658,16853,83
23,-71,13,-25157,29118,8650
1,-17,-60,27301,-17655,8632
70,10,7,32703,-11379,6262
-87,-40,12,32703,-19612,19449
-51,7,-72,32703,32002,-17106
90,-89,-76,32703,-27816,-4740
30,-44,-47,32703,8387,-13238
-10,-111,-105,-5918,-23815,8592
-44,-44,-81,21720,-17612,17930
37,106,-68,17892,-23887,4905
95,-11,-61,17427,802,-58
80,90,72,14317,-4117,-6277
59,83,-46,27839,5098,-2610
18,-72,-109,-30326,3725,-4236
9,-26,45,-32150,-26942,-14076
44,7,-121,32703,26796,6079
-118,-126,43,32703,17907,10032
-71,-61,-39,30066,4182,8739
-126,112,113,30885,23276,10266
-124,24,2,-6021,16238,24754
-127,29,101,13976,26248,3283
-117,79,-13,8547,10910,1024
67,115,59,1699,-21134,320
108,29,108,-8354,-9414,-3618
91,18,-59,-2498,42,1131
-63,-73,36,-4838,13796,710
E
9,-10,-60,-12127,-9580,3461
25,-101,22,-16911,-7777,7445
2,-3,-90,23506,-13840,8291
113,55,-85,32702,-9644,4773
-39,86,95,32702,7415,10501
51,-19,75,32702,-2382,-4726
-53,1,113,32702,30031,-10743
115,-75,75,32702,-4499,-24835
-99,75,-128,3156,4317,19168
-105,-46,-42,-17566,9370,23872
-17,-128,-54,29023,-87,2365
-118,-45,99,7367,11041,-10061
-108,-109,1,-30579,20830,-5226
-46,46,45,-32570,16594,-9418
-28,-110,2,30991,30252,-9434
120,117,-37,28691,-28740,-9812
-53,56,-125,-31200,32217,12315
43,-112,-105,32704,9215,10162
110,-33,35,32704,17099,12906
-5,44,10,32704,-18224,-1141
-95,77,29,32704,16894,1975
-107,-126,102,32704,27792,-7807
69,73,-125,-2704,24710,2898
-107,113,71,-5678,26272,-2815
-27,-90,-74,-23520,15301,3106
-33,16,87,-17481,23825,8843
77,-24,84,29485,-20169,6619
35,-29,-84,31131,-21048,9115
-74,-64,48,32703,-13806,19849
28,-106,15,32703,1429,16430
14,116,13,32703,6254,14437
36,62,4,32703,-31428,655
-97,-103,86,32703,23388,-23589
-6,-47,-126,-19477,2365,7353
100,-78,-49,-7193,20107,1970
-65,71,-20,13014,-13296,-9238
97,-16,67,29151,447,4118
-84,-35,26,26970,-8372,1258
123,-18,-39,-29701,18820,-13054
8,22,-112,-32584,14854,-12006
E
97,-37,-93,31991,-23404,-19427
8,-73,100,-32595,32684,-2647
-7,-76,-90,32704,-9673,11529
-96,-35,-19,32704,-10509,5315
-11,113,92,32704,13240,969
36,-128,-100,32704,13853,184
-48,121,-1,32704,31939,7933
33,-81,104,20074,-10988,14847
73,16,118,-14503,16922,-3503
0,68,-4,-26305,-1459,-555
11,-27,20,-17999,25177,1750
92,108,-51,-25013,-5967,9798
-84,-114,-41,-28174,-18939,11301
54,-106,16,29459,-10184,20434
-37,67,-45,32703,-12818,13662
7,72,-10,32703,16892,8215
67,114,47,32703,-4929,9188
-43,-115,-32,32703,23725,-7898
116,10,-70,32703,-25232,-10724
115,-126,-6,-6974,7520,-15938
36,-45,120,-8074,-1612,8662
103,47,17,18149,-20490,-7078
42,-52,-76,24923,-31965,1404
-26,18,-42,30608,3913,-5356
-117,72,-3,-30016,6545,-7841
117,-64,68,32733,-468,-5590
-91,76,-56,32704,484,-8566
-76,67,71,32477,6217,-6762
-98,94,-21,20755,-2094,-6677
-100,-120,11,27881,3688,-7069
3,-81,-46,30592,-1991,-728
-7,-38,-122,27415,-8083,-2166
116,73,-114,27303,-606,-10098
-98,4,100,24487,180,-5924
51,84,83,16771,-6050,-7439
113,-33,-19,10517,6661,-6704
-2,-93,88,-2878,9295,-4891
-114,-114,-45,-3708,7468,-1967
-2,-128,-7,-19617,-1323,426
61,65,-46,30761,-17567,8209
E
-102,-8,32,30147,-30755,18388
-55,99,12,32703,12790,17973
21,-125,90,32703,-16737,27907
-15,125,71,32703,21762,22093
103,46,-53,32703,-85,27871
-45,-32,-49,-30391,-17361,-1159
-108,25,-29,-15443,-17958,7962
-42,88,34,-8493,-13888,-5245
-5,-92,7,19122,-25861,-1888
-22,55,-36,18938,27066,-12892
26,111,-75,-31335,26502,-10322
-38,-111,-39,31384,3691,-20010
95,-118,99,-31603,8274,-22693
-10,-54,-70,32703,4366,-22460
22,-100,40,32703,-7941,-20098
61,-51,-123,32703,-11130,-22130
55,-57,-44,32703,7170,-24450
27,121,115,32703,20812,-18835
5,107,-3,21771,-3677,-15226
-112,-87,106,21104,8040,-13133
32,-18,78,15147,14439,-2820
-91,-55,-108,6243,-2403,-347
-43,124,-123,-3901,10293,8448
-67,117,-36,-9044,13234,7334
19,-60,-9,-26411,-19074,7148
-50,-21,68,-31979,16264,21321
40,-91,-121,30202,172,19407
-69,5,8,32703,-3760,22487
-90,27,118,32703,27077,18757
-82,17,49,32703,-7900,20558
2,26,-34,32703,23251,15290
106,23,-57,32703,-12058,12863
109,106,21,11041,-3043,-863
-12,78,57,9770,-27729,8541
-36,83,-49,30918,-30149,30995
73,-102,-109,19198,-12484,22183
74,84,-93,3996,28866,-11752
-1,-23,121,18279,-27336,4163
7,12,-2,10675,17883,-12633
70,17,30,19041,18648,-438
E
-120,84,37,16471,-3345,-5877
87,-19,-66,20781,1632,-2352
94,-73,-12,18506,-11063,-4831
31,72,-96,12619,-2466,-6243
65,104,-37,13745,-1749,-3919
83,72,-113,8251,-2744,-7469
84,121,110,10556,7651,-3986
-40,-20,-58,11757,1706,-2791
-73,26,-62,9160,-2414,-3861
27,71,96,8363,7853,-4463
12,86,120,6844,3165,-4007
5,-71,12,1755,2737,-3783
-10,-86,10,3821,-2842,-4598
17,38,-41,8040,12049,-2491
-21,46,4,4887,7961,-4033
65,-79,93,7336,11765,-4228
-28,-23,-101,7615,6414,-3000
-114,118,-80,5823,2817,832
-83,104,-88,6191,5232,1441
-41,75,2,2121,22140,6689
-21,75,52,-726,17592,4509
-52,61,71,15945,-2451,-4126
-83,-94,-115,32702,-8408,-2737
-51,63,81,32702,18376,21512
32,-128,-21,32702,32683,19855
-63,-66,-80,32702,-30965,8755
-15,3,61,-6891,-11533,2975
-1,124,42,25016,-4056,-11647
-48,-14,-100,28106,10719,-4024
-59,34,39,-31056,32171,-15174
-22,-35,90,-31738,-30745,-10408
116,-44,-65,32702,12428,655
-48,80,-123,31242,-2681,-5833
117,42,-54,27915,-18720,6899
22,-40,-37,-22060,12402,-4213
62,56,-50,-24892,-14631,5410
-66,0,115,25412,17942,1760
34,-88,29,-28627,-25605,11973
-99,-67,20,31299,30269,3127
-96,97,-27,32701,129,22942
E
-92,-13,-100,7047,-13111,-25192
58,96,117,-19586,-32175,13859
-84,42,-104,-30761,-83,32509
-44,-37,70,30457,-85,5790
-27,55,31,32325,32684,-4178
-47,116,36,28774,32684,-7641
-18,93,-63,-31402,32684,-1533
-57,51,29,32701,22499,2541
-125,51,99,32701,12349,22747
-116,-103,113,-827,3893,2319
125,-25,11,31857,12150,-3407
90,-48,-94,25786,9539,3418
-85,-75,58,32701,-20757,6733
-71,93,1,32701,23941,6907
-25,-69,-94,32701,32683,11231
-87,119,-13,32701,-9703,13880
13,-110,81,32701,-8953,-10173
109,-89,-69,19139,-26282,-5040
17,-124,33,28191,-9900,6286
82,-32,-74,15375,24865,2882
93,-66,-46,19884,-21631,-745
-19,31,7,-31603,19404,-11075
8,22,-82,27817,-16090,-9270
118,36,-63,17244,12890,-20833
3,88,87,19201,20482,-17863
26,103,-53,18815,-124,-14967
-86,-120,61,20588,2815,-14834
126,-112,-50,30187,15450,-14001
120,44,-126,28318,13294,-11412
-104,86,-65,23103,-7747,-8473
-26,107,-115,22767,8506,-7983
-116,98,-90,9930,-2962,-5155
-95,125,-4,3387,5659,-4067
30,70,79,5812,25211,-1588
22,61,-91,10127,29240,2396
29,89,65,-7950,-21577,130
-120,63,48,-3138,8780,1956
