0,0,0,0,0,0
11,4,85,-996,1413,254
11,4,85,-996,1413,254
18,11,-101,-897,1143,233
22,14,-72,-838,942,234
26,17,-50,-808,886,198
31,20,-33,-816,1031,128
46,29,-2,-727,1313,187
60,37,6,-812,1509,273
74,43,11,-657,1385,187
83,49,18,-389,1172,188
94,53,20,-505,1097,84
102,56,21,-441,996,-42
111,61,25,-248,936,-60
117,62,26,-265,1046,-140
123,66,27,-203,1040,-163
-128,67,27,-393,977,-51
-118,70,30,-268,955,-25
-116,69,30,-297,1007,-33
-103,68,32,-394,659,-15
-105,70,33,-331,479,-228
-103,75,37,-50,-68,-533
-110,71,39,74,38,-338
-112,67,41,223,431,-190
-107,59,44,487,753,-266
-105,45,43,1063,-12,-282
-119,33,38,1089,-940,6
126,24,31,326,-345,574
125,20,35,433,679,844
-124,12,42,953,966,574
-120,1,42,1567,308,113
-127,-16,40,2142,-346,490
113,-57,24,2121,-328,933
115,-58,24,2193,-650,935
96,-102,16,2037,-820,1449
82,-117,17,2528,-1388,1281
64,114,16,2634,-1371,1218
29,61,21,2416,-1445,1906
28,59,25,2256,-967,2357
-7,18,42,1778,-401,2866
-22,19,48,1840,-1026,2578
-55,11,57,1863,-1735,2842
-110,2,79,1169,-1319,3436
-107,4,78,980,-1034,3704
94,21,95,-1566,1250,5928
96,53,92,-2028,2329,5444
108,94,86,-2656,3430,5011
126,-127,76,-2245,2361,4334
-117,-97,77,183,224,2526
-122,-106,81,1563,-713,2254
112,-120,82,2852,-2679,1139
50,113,85,1705,-3341,833
22,105,91,1525,-2763,1408
2,103,101,271,-1593,1518
-3,104,107,-118,-14,945
-13,103,107,382,311,675
-14,107,103,-122,-371,-137
-33,93,101,1333,-987,293
-37,86,105,622,-920,109
-37,87,101,-350,-223,524
-37,97,97,-810,292,-95
-30,101,94,-345,581,-567
-10,99,91,-54,610,-1108
-14,98,91,140,321,-949
-16,84,84,522,-800,-983
-18,85,84,219,-443,-763
-17,90,81,-408,123,-491
-10,92,78,-758,764,-611
23,105,69,-2085,1877,-307
34,124,62,-1612,1344,-416
46,-126,60,-555,682,-407
67,-118,58,-317,877,-365
67,-114,58,-778,1140,-412
112,-90,50,-1006,2085,-1205
-115,-83,51,-1141,2623,-1386
-60,-58,48,-617,2744,-1661
-42,-52,52,29,2548,-1794
-12,-48,58,143,2540,-2219
37,-46,60,1048,2496,-2028
36,-51,65,925,2242,-2174
88,-53,74,2044,3006,-2797
119,-58,89,1897,3284,-3006
-78,-77,124,4778,3789,-3689
-48,-91,-101,4075,3973,-3865
20,-64,-49,-337,4743,-3700
14,-48,-52,1010,4921,-2679
109,23,64,4222,9896,-5961
116,16,77,4147,8459,-5587
-44,80,21,1883,17054,-4137
