5414,5638,5365,4750,3482,5394,16798,16244,14528,12225,10402,12490,12182,9650,6078,-157,-1964,-10781,-10705,-10540,-5692,-3440,-48,-1014,-1242,-1364,-1683,-2452,-3958,-5784,-7226,-7313
-5970,390,-855,-2850,-4680,-6589,-5959,-5654,-8830,-9129,-8871,-8578,-8976,-4049,-3291,-2773,-2261,-1510,-480,869,2237,3365,4005,4240,4226,4478,5033,5993,7147,8483,10178,10483
10481,10128,10078,10619,11522,13041,12688,13906,16073,15656,10472,-7377,-7368,-8685,-7969,-6960,-6514,-7961,-10608,-9155,-7100,-6409,-4944,-2958,-1079,579,1821,2032,1434,944,-6741,-8673
-9317,-3706,-1419,-6082,-7225,-8228,-8458,-8277,-7631,-6860,-6441,-6462,-6147,-5838,-6445,-5198,-2950,-249,3790,3711,3713,3964,4625,5528,7274,10202,14907,20142,26853,23959,20373,14369
-11729,-15068,-16110,-16514,-16321,-14687,-14681,-15830,-15370,10350,9296,-5592,-6718,-6707,-5589,-3380,-9564,-11170,-10975,-9193,-6134,-2164,1217,3047,3259,2095,-655,-4276,-11133,-9651,-7357,-5334
-3715,1738,394,248,562,1294,2311,1108,959,7136,14327,22005,25253,1373,645,482,813,1331,1635,-2470,-9010,-9081,-7491,-4663,-3284,-2421,-5624,-9003,-15763,-14355,-10236,-4317
1657,-2057,-1509,-74,1148,1138,-5498,-8583,-10691,-11687,-11061,-5948,-3381,-2351,-3273,-5995,-9852,-3414,-1349,-756,-10581,-15171,-15569,-11068,-7444,-4081,-1662,2858,2844,2558,1808,751
-244,-877,-748,287,2214,11825,18865,24309,12868,9403,8587,7944,5856,4280,1312,-2458,-3049,-3574,-5666,-2077,-2156,-3392,-5796,-12707,-15415,-15221,-11675,-6514,-1349,3874,3993,-1379
-2663,-3927,-5250,-6597,-9881,-9841,-9361,-8579,-7605,-7875,-7046,-5908,-4894,300,1754,2581,2913,3089,3334,3643,3517,6065,9541,13277,16556,18805,19436,13693,10408,4886,4870,13695
13435,9772,1917,-3295,-5370,-6465,-7858,-8489,-8279,-5368,-4921,-6586,-5804,-4472,-3447,-2698,-1432,-149,1628,3438,4156,3023,-9563,-13046,-13937,-5676,-3015,-2160,-2604,-3848,-4987,-6263
-6809,-8943,-8758,-8304,-7691,-6898,-5788,-4230,-2050,388,2375,3297,3064,1807,1075,2167,3447,4593,6057,5989,5303,7534,8058,13658,14144,8466,10539,6041,-12014,-6465,-6703,-6949
-7502,-8350,-9416,-14328,-15431,-6638,-1131,3184,4806,-728,1764,4322,5822,5206,2794,-320,-3311,-5640,-6718,-6752,-6572,-931,-1132,-793,-1681,-3108,-4397,-5208,-2415,-1391,-702,1226
3287,3674,4017,4349,5595,5438,10840,11010,10449,9329,5206,5042,4879,4338,3660,2953,2350,1844,-7062,-9093,-9779,-8816,-9067,-9958,-8802,-8240,-7908,-7895,-8057,-7858,-7545,-7182
-6750,-2065,-668,1566,1627,1668,1428,-196,-8,153,323,558,852,1084,1189,1263,1496,1852,962,738,689,483,383,-72,-6639,-5652,-4533,-1306,-1620,-2237,-5141,-4818
-4135,-1298,-711,-314,3429,3362,3017,3119,3058,2774,2281,1752,1176,568,96,-115,-286,-370,-381,6374,8224,11637,11655,10194,8545,5997,-3019,-1561,1017,719,-2431,-2553
-1131,-257,-815,-1903,-3200,-5297,-6991,-8294,-11825,-683,2457,4282,4631,3741,4578,992,-2827,-6057,-8315,-9155,-8595,-6831,-5020,-3697,-3181,-6677,-6088,-6086,-6588,-6515,-5896,-2209
-2015,-2141,-2135,-2063,-2188,-2648,-3830,-3336,-2579,-1483,-253,852,1573,1830,1840,1930,2876,3456,2899,1954,930,2544,6451,8303,10360,12641,3514,2477,1014,-714,-2335,-2994
-3005,-6749,5069,5008,-4176,-5086,-6077,-3018,-1997,-2154,-2692,-3453,-3718,1996,4290,344,-448,-553,-161,8840,12593,9071,6997,5100,-8522,-7572,-6253,-2758,-3815,-5015,-5857,-4853
-5142,-5514,-5552,-5472,-5616,-7384,-1604,4751,5822,5250,-901,-2651,-1684,-101,1569,2867,3714,4068,3645,2421,646,-1328,-3793,-6059,-7427,-7713,-7925,-8024,-7520,-6923,-5022,-4676
-8146,-6734,-7541,-3186,-1266,-1670,3642,4993,1984,2247,3137,4035,4514,4517,4206,3860,3363,3611,12962,13778,13873,816,227,99,-1596,-1711,-906,-878,-2531,-3008,-3877,-5298
-7102,-9243,-11723,-13504,-13216,-10535,-235,8885,4641,3226,4578,7828,8019,6325,2751,-7478,-6548,-4733,-6944,-8476,-9368,-9813,-8594,-6072,-4727,-3718,-4480,-5057,-4775,-765,-1727,-2051
-1402,159,1999,3496,4456,4831,4650,4399,4456,5018,6056,12526,14253,15214,14604,13016,10947,6539,6375,6545,-682,-1148,-621,-1997,-3699,-5842,-6178,-5047,-5108,-5765,-8098,-3650
1682,8114,1662,2755,3561,3840,3553,-3183,-5013,-6121,-6386,-6134,-5440,-4882,-8088,-6893,-7532,-7162,326,349,-788,-2331,-764,652,1548,2085,1283,156,-896,-1566,-1045,16065
16600,16568,15357,-390,-226,-3003,-1562,-684,-9119,-8273,-3987,5228,4908,3634,1676,2211,3288,4006,-7310,-7414,-6593,-4939,-2935,1548,1614,1211,-11109,-12666,-8230,-7648,-6629,-5852
-5236,-3502,-4538,-6132,-7983,-7607,-6242,-3859,3156,4229,4646,4623,4443,4402,4478,4570,4644,4665,4743,5430,7013,9247,11399,13051,12470,10486,8564,6673,4970,-2735,-2705,-2939
-9534,-8797,-1612,5898,4898,4775,-7952,-7815,-6012,-3112,234,3174,4912,4889,3554,1575,-5650,-7409,-8548,-8917,-8690,-8425,-8524,-9003,-5307,-3725,-2929,-2888,-6017,-6767,-7177,-4319
-2251,1543,1197,2114,4159,10284,13194,14918,8421,6224,4313,-1029,-1880,-2489,-2782,-2525,391,892,1334,1151,132,-1506,-3599,-6377,-12337,-13779,-13325,5620,7633,9252,8359,1987
624,-1766,-4694,2431,1036,-218,-593,-3813,-5063,-5729,-5588,-5578,-5901,-6444,-7027,-7360,-5960,-5391,-5035,-5045,-4535,-3171,1845,2584,2982,3069,924,11903,12598,13726,14949,1609
-2072,-459,-671,-3448,-4201,-4904,-5447,-5746,-9584,-9654,-9163,-4491,-704,2741,5289,6416,5600,-1244,-1675,8848,8074,5486,1734,-2437,-10911,-9462,-7810,-6210,-4920,-4088,-3731,-3506
-1650,-246,1350,2702,3563,4223,4705,4983,5054,5355,5872,8601,10050,10177,8247,6336,5242,4683,-1363,-832,-941,-12899,-11470,2112,1861,1463,-6191,-6311,-5481,-5025,-4882,-5361
-4342,-3132,3041,3060,4007,5016,6109,7160,8442,8507,12698,14289,14852,15442,15389,14679,-615,-2328,-4997,-5853,-6443,-6526,-13133,-15277,-16891,-16703,-13901,-8603,3210,3872,4542,4401
-5986,-3726,1496,-1764,-7739,-4972,-7312,-9311,-6697,-5661,-677,177,1019,1863,2621,4799,5543,6446,7178,7716,7673,8291,9349,15333,14833,12987,11460,9985,-6475,-3603,-862,1268
1579,-937,-1028,5804,6938,3400,1179,210,156,513,18,-1555,-3693,-4948,-5138,-4111,-2481,-1141,-1376,-2547,-3868,-7310,-7024,-6657,-8332,-8238,-3853,-3528,-3568,2947,3993,4324
4123,3611,3122,2884,13391,14037,2895,905,-1020,-2505,-3323,-2235,-5944,-7093,-6929,238,-11709,-16522,-8281,-2670,8787,5584,-4266,-11866,-13904,-14260,-9575,-5000,-4759,-4594,-3805,-3500
-5771,-6348,-6135,6394,6480,6080,5684,6501,6849,7152,6227,4727,3326,2549,6399,9588,12536,-174,-970,-5518,-6290,-7057,-6300,-5650,-5252,-9601,-7166,-3858,2225,6248,9310,-2826
-6943,-9282,-7386,-4264,-1553,976,2667,2756,-2173,-5165,-7865,-12002,-8954,-5103,-4198,-3341,-1609,-1201,-438,-225,5573,4836,4364,4207,4262,2701,2637,3543,5640,8286,9952,9969
8682,7006,5874,6175,7127,7814,7184,716,1247,1635,2056,1588,473,-8334,-13468,5248,5232,-6057,-7003,-7091,-3572,-1030,358,630,-8394,-9143,-10494,-11699,-10021,-9056,-4073,-4434
-4325,-2243,-912,266,3715,4167,4403,4601,5488,6754,8075,9026,12140,12644,13057,13248,13019,12140,10547,-55,-1232,-2213,-2867,-1993,-1130,-532,-1061,-1681,-613,-1129,-1971,-3008
-9273,-777,3906,7304,7367,7449,-9584,-10246,-4159,-1510,209,546,395,25,-960,-2375,-8057,-8345,-8068,-8179,-7884,-829,-622,-242,458,1574,2998,6794,7260,7792,7795,6847
5608,4728,4319,5488,5776,5935,6673,8105,9888,11216,11363,9549,-4332,-5413,-5303,1549,1304,-4660,-4195,-3234,-2269,-1775,-1714,-1905,-2566,-3833,-5560,-7678,-6093,3005,5934,7550
8027,8676,8470,-3600,1123,-73,-3104,-7841,-8734,-8367,-6546,-5650,-5225,-5464,-3017,-2978,-3027,-2488,-1713,-827,3562,2919,1897,804,-655,-2844,-4046,-3614,-1436,1422,12614,13356
9078,4660,630,-2767,-4627,-4849,-3582,-1870,-695,-2764,-936,-211,531,1378,1959,1969,1219,-350,-2736,-5040,-3832,152,6550,10028,11421,-2905,-3200,-1980,-133,-5048,-10833,-4153
-3521,-2837,-2492,-2684,4031,4351,4232,4323,4576,4730,4716,4618,4493,4294,4073,4472,4885,5560,7364,10322,13862,-2770,-4804,-4682,-2710,-1334,-1477,-2646,-3418,603,755,-4800
-17097,-12471,-208,9766,6612,3580,1779,1706,4850,6126,6073,2231,-171,-2136,-3593,-4364,-2073,-121,1680,3375,2216,771,-886,-910,-1477,2768,-37,-2476,-4174,-5164,-5696,-6026
-5237,-2220,18175,18241,15512,5479,3349,1992,1182,257,-461,-902,-467,316,2712,2755,-5262,-8590,-11522,-12590,-7235,5089,7049,7707,7027,3352,1690,100,-1796,-3169,-4788,-5543
1861,-1091,-3880,-7369,-8403,-9793,-11123,-11828,-11565,-10239,-8103,-5251,-2930,-1660,-1726,-2217,-3568,-5724,-5446,-4674,-3882,-3276,-3198,-2822,-1926,-524,6198,6405,6482,5879,6150,6688
7338,7888,8434,9051,10100,10659,11377,12263,-2716,625,1280,95,-1073,-1649,363,-8193,-10886,-10308,-2548,3845,6313,-2776,-3667,-4066,-4671,-5636,-4383,-3117,-3743,-4557,-5864,-5783
-5137,-4290,-8258,-5696,2909,4057,4964,1456,1438,2897,15522,13637,-1721,-3462,-3807,-2721,-1325,-257,280,-340,-495,-511,-865,-1403,-2242,-7017,-9625,-15541,-13075,-1722,4366,11056
9724,8328,481,-4466,-4135,-3135,-1279,1303,4012,5585,6243,-649,-3619,-5680,-10053,-8867,-2976,-2840,-3857,-6609,-6902,-6997,-6863,-6456,-5803,-5142,-4730,-2867,-1243,555,4998,4080
2553,975,-43,118,1616,4261,7184,9540,11738,11984,11915,11317,10156,8357,6114,613,-1761,-194,-118,-90,-1040,-1886,-3085,-4181,-7200,-7926,-8397,-7348,2497,6954,3624,2485
-101,-3598,-6721,-5117,-2407,817,5215,5449,955,149,-522,-825,-1950,-7673,-7579,-6874,-5904,-5066,-4521,-4262,-3747,-2854,-1968,-6984,-3087,738,3955,6149,7145,7084,6497,5654
4289,4364,4990,9666,10686,11255,11430,12122,-4775,-5449,-3379,-5350,-6427,-6815,-7387,-7374,-7475,-8003,-8982,-11581,979,9434,10217,9368,-7737,-1301,-3281,-5442,-7989,-5086,-4376,-1338
-1144,-2195,-2818,-3537,4233,3688,2949,1962,1078,740,1398,3335,6092,8935,10586,15169,15997,-398,969,1375,1461,1672,1555,-1047,-12677,-16323,-16133,-1744,4061,8335,10301,9989
8807,8248,5001,1834,-1865,-7206,-7418,-6309,830,1933,903,-343,-5784,-6082,-5817,-5497,-5392,-6278,-2622,-6638,-8184,-8995,3430,2328,1305,5198,7199,8535,9131,9578,10029,13336
13603,-392,-3098,-4535,-1955,-623,1793,-3,-723,-3585,-4103,-5084,-9168,-10757,9235,10264,1366,-2539,-6004,-8103,-6507,-3209,-87,-1911,-5068,-7645,-8506,-7531,-6282,-5028,-4500,-5704
-7000,-5800,-4881,-3874,-2752,-2074,-2305,-4940,-4121,-3585,-3540,-3846,-4031,-3578,-2289,-322,1935,4053,5474,5993,6265,6510,6776,8513,8420,7743,3993,3430,4402,14849,14087,9800
2903,-3998,-8667,-9630,861,1962,2199,2946,3272,2656,2371,710,-10657,-16788,-21472,-17356,-8752,1474,7797,-519,-2173,-1507,347,-1290,-8024,-10550,-14661,-13620,-9731,-10553,-9242,-8284
