0,98,98,20,109,207,583,1105,887,1368,1272,1335,1292,1407,1339,1465,1538,2071,1590,1315,-12,-484,-187,56,186,81,-368,-2729,-2887,-4043,-3436,-2025,-2363,-3476,-3646,-1708,57,-755,-2210,-492
-1391,-3214,-1913,-1583,3770,-768,-7577,25780,30383,32709,32709,32709,32709,32709,32709,32709,32709,32709,-24632,-2600,5064,26455,-31379,-30783,32710,32710,32710,26608,-30792,-19718,-20011,23342,-30222,-25448,30023,32689,32709,-31552,-19506,22098
-28502,-29958,32709,32709,32709,-11636,-18046,-58,32709,32709,32709,32709,32709,32709,32709,32709,32709,32709,-31825,-20400,-12250,-9475,26218,-30974,-30254,32709,32709,32709,32709,32709,-1460,-2182,18373,16741,-15571,-23166,-15541,-10953,-17547,-15273
4115,4371,7308,13772,20606,19684,-26347,-32688,32711,32711,32711,27866,-31210,4281,14929,7521,-6198,-22387,-18877,-28955,-19704,-10367,-4986,-7823,-14748,21079,-21419,32177,-32647,32711,32711,32711,18093,-27953,-56,32711,32711,32711,32711,32711
32711,-27060,-28809,-21822,8395,11619,-31463,-28981,32712,32712,32712,32712,12582,-4614,-29275,25500,32712,32712,32712,32712,32712,32712,32712,32712,32712,32712,32712,-8399,-11136,2096,3412,24070,29332,-28991,32713,32713,32713,32713,-4480,-15688
-1919,-13203,-13378,-19047,-17347,-15097,-9472,-15919,-11077,10790,7291,15154,-31839,29764,23731,30826,29922,28919,24274,27094,-29817,19936,22909,-7696,-10166,-8857,-9910,-7520,-7397,-804,1746,-442,-12091,-12981,-23802,-20352,-11186,-5749,2042,9982
-24294,-31239,32714,32714,-2215,-21179,32656,-33,-26779,-26603,-18729,-7647,-11595,642,18255,15992,19953,28803,30760,-30921,32716,32716,-6221,-16366,-13601,-24707,-22601,-32539,30800,-32315,-27386,-24105,-23951,-19736,-17715,-18883,-28512,-27731,32280,31880
32717,32717,32717,32717,32717,32717,32717,-30663,-14013,-2641,3175,16464,-25905,-31463,32717,32717,32717,25667,-9023,-13549,-10067,-8701,-26572,-22335,-22205,-19055,-17399,-17564,-20340,-8453,-7944,-2806,5041,13932,14050,10840,11879,13119,13856,11886
11188,11539,15681,20412,27833,30734,30107,-31283,32717,32717,32717,32717,32717,31137,-32293,18531,-27399,21564,32717,-30171,31835,32717,-32054,-23940,-2056,5947,18694,27885,-27862,32718,32718,21955,15441,27599,25820,32718,32718,32718,32718,32718
32718,32718,32718,32718,32718,32718,32718,-24004,-25053,-2386,-137,12341,22015,27214,-28401,32730,32719,32719,32719,32719,-25013,-30045,-14135,-24058,-22381,-24122,-22910,-19057,-12363,-4482,3379,13996,26302,-26754,32721,32721,32721,32721,32721,24033
-29919,21508,18587,14278,2808,-11842,-10205,-24275,-28742,29068,32719,32719,32719,-29784,-13593,-3155,25491,-31125,-30285,32720,32720,32720,32720,32720,32720,32720,-26640,-19514,23959,32720,-22962,29436,32720,32720,32720,32720,32720,32720,-21488,4007
15096,24597,-28036,-32141,32721,32721,32721,32721,32721,32721,32721,24334,24595,32721,32721,32721,32721,32721,32721,32721,32721,32721,32721,32721,32721,-24995,-20340,-2071,10300,12602,-21301,32722,32722,32722,32722,32722,32722,13362,13287,-26154
-22373,-26487,-26880,-22255,-31621,-26366,-27065,-23509,-18464,-15596,-8199,-6809,-1140,3558,21569,19500,31556,27588,27091,23854,24271,17996,16715,19543,20974,14861,17874,28142,31889,27165,29347,-30887,32724,32724,32724,32724,32724,-7235,17338,31370
32724,32724,32724,32724,32724,32724,32724,32724,-24302,-6917,8894,23175,25241,-27514,32725,32725,32725,32725,32725,32725,3547,3319,-3244,18170,-29865,31936,32590,32724,32724,32724,-30977,32113,32724,32724,32724,32724,32724,32724,32724,-21491
-16282,-10270,-14001,320,7727,23932,-29330,-31381,32726,32726,32726,32726,8324,31582,-3122,-26005,-27431,-20700,-22035,-15859,-11929,-13408,-8153,-6001,-4877,-5199,-2235,4503,2607,4731,9733,10345,16212,14364,17807,17554,7262,9661,12192,13418
11710,8632,12494,9137,6441,7459,8802,5643,2895,5264,1693,-716,-2330,-9141,-7546,-6788,-6360,-480,1413,11128,15742,20735,31292,-29899,32729,32729,32729,32729,32729,18689,30570,5454,-8915,30219,-26313,31778,32108,32728,-24565,-21708
-18290,-3124,-4277,3749,15022,21289,26877,-28332,32731,32731,32731,9311,15504,30153,32731,32731,32731,32731,32731,32731,32731,32731,32731,32731,32731,32731,32731,-31485,-4907,11688,25476,22402,-26913,32731,32731,32731,32731,18890,-12024,-9276
-16947,-28129,28658,-18556,-19222,-18659,-13603,-13810,-9003,-7941,-637,6651,7665,20727,16474,24600,23717,25892,24831,12553,11147,4830,22305,30802,-31334,-32227,32732,32732,32732,32732,32732,32732,32732,32732,-35,32732,32732,32732,32732,32732
-29352,-23179,-12703,-2734,5339,14738,31907,-29143,-32677,32734,32734,-14338,10373,-18382,32516,28971,32732,32732,32732,32732,32732,32732,32732,32732,32732,32732,32732,-31742,-31401,17743,15716,32333,-31042,-32134,32733,32733,32733,32733,14020,-29013
-9850,-22474,30202,-17020,-23402,-24930,-20369,31992,-23834,-24315,-23681,-7245,-3521,692,9113,15388,32494,25855,30823,-31009,32735,32735,32735,32735,32735,32735,32735,32735,32735,32735,32735,32735,32735,-32,32735,32735,32735,32735,32735,32735
-17261,-10979,26028,-29925,32735,32735,32735,32735,14574,27867,32735,32735,32735,32735,32735,32735,32735,32735,32735,-28719,-7210,-18352,-19924,-12475,-16622,-12397,-4279,-5466,-6905,-5526,-3736,-10363,-22692,-15067,24964,32533,32738,-19025,18395,-30415
-28868,32738,32738,32738,32738,32738,-4798,-32003,-26366,32618,31284,-25622,-26031,-30420,-24205,-22072,-17355,-13848,-7608,-3816,3385,2330,19579,22980,21486,-26898,32740,32740,32740,32740,32740,32740,32740,32740,32740,32740,32740,32740,32740,32740
29878,-31842,-27,32740,32740,32740,32740,32740,32740,-9571,24352,-21658,32740,32740,32740,32740,32740,-27,32740,32740,32740,32740,32740,32740,32740,32740,32740,32740,32740,32740,32740,-14905,-14601,-28830,31499,-30075,32742,32742,32742,32742
32742,8077,-16117,6734,-16935,-6744,-2703,-12685,-9114,-6138,-10148,-12731,-14592,-7273,5347,5467,21955,28487,-28572,32740,32740,32740,31088,9026,6060,22070,29236,32739,32739,5033,16419,-28135,-30298,32739,32739,32739,32739,-4988,27783,27661
-27575,30999,32739,-32767,-25064,-2882,1406,12122,17833,28675,-30466,-32094,32741,32741,2869,-28330,-23884,29168,32741,32741,32741,32741,32741,32741,32741,32741,32741,32741,-15546,-18420,-5170,-1395,15327,16000,-25907,-31900,32742,32742,32742,32742
32742,-7056,-30407,3005,-22595,-27469,-21497,-9549,-21346,-19486,-20403,-21340,-16328,-11768,-10176,-2534,-1222,-1946,14946,18276,12402,19725,14713,-9757,2718,22792,13840,-6787,-2005,-2422,6123,-21651,-31620,32742,32742,32742,32742,32742,32742,32742
32742,32742,-19191,-12196,20724,-9946,25126,32742,-25276,-13146,-1820,12019,-25826,-30594,32742,32742,32742,32742,27575,-12864,29425,-28538,30613,32742,32742,32742,32742,32742,32742,32742,32742,32742,32742,32742,-30346,-29093,-18343,-18986,-14984,-17229
1244,568,19216,21563,-25674,32744,32744,32744,32744,32744,32744,32493,22361,5678,-16137,-16256,-16676,-5287,-9703,-17589,-13192,-4412,2031,11347,11178,28695,27295,32118,32751,12832,15432,19183,16829,11627,18910,25521,15719,15816,28710,31678
14243,2520,-12366,-18242,-9580,-4155,7762,7964,16477,17138,27281,-28309,-32733,32747,32747,19387,26278,32747,32747,32747,32747,32747,32747,-31386,-18569,22467,16101,-27044,-31440,32748,32748,32748,-19,32748,32748,32748,32748,32748,32748,32748
32748,32748,32748,32748,32748,-31508,-23551,-8054,5534,17949,30536,-28528,32750,32750,32750,32750,-7011,17636,-20181,-21548,-15334,-15623,-20136,-22404,-26142,-15139,-21860,-7298,4907,-2469,19517,5400,17031,19367,7050,6042,16748,24578,28617,26861
28054,-32105,-32147,32752,32752,32752,32752,32752,28718,-31440,15037,27734,32751,32751,32751,32751,-27814,-24621,-6752,20766,25590,-26509,32753,32753,32753,26814,27097,2531,32753,32753,32753,32753,32753,32753,32753,32753,32753,32753,32753,32753
32753,32753,-24660,-3777,8884,-30712,-28355,32753,32753,32753,32753,32753,32753,-25536,-20376,-9674,-17776,-13149,-7384,-11723,-13427,-10704,-14849,-11788,-6257,-1496,6598,11957,12304,-27528,-30945,32753,32676,13468,9245,3075,1532,5515,9370,17603
25267,30542,-30193,32752,32752,32752,32752,32752,32752,32752,2189,-29898,-29321,31197,32753,32753,-26330,-22835,-4708,19206,25159,-26295,32753,32753,32753,-13092,19631,31299,32753,32753,-9423,24967,32753,32753,32753,32753,32753,32753,32753,32753
32753,-21095,18511,16641,19214,28203,-28633,32753,32753,32753,32753,16993,2135,-4919,-29615,-6782,801,5851,-3589,-8165,-3952,-3937,-9202,-2707,-2860,-5218,-8888,-12885,-12984,-15293,-12882,-8864,-10633,-6996,756,3879,7265,12563,16650,23688
31445,30654,-31262,32755,32755,32755,32755,32755,32755,32755,32755,32755,32755,20930,-23510,26128,-29638,-26782,-24558,-20108,-20949,-5762,10385,-29950,-28812,32755,32755,-12,-28459,31315,32755,32755,32755,32755,32755,32755,32755,32755,32755,32755
-25303,-7707,-1855,16538,21327,-25012,32757,32757,32757,32757,32757,9436,27838,10582,-18837,-4553,1798,-1246,-6211,-16790,-19489,-14356,-20930,-16234,-14943,-14059,-5249,-4376,-1350,-235,-447,1526,2179,26616,29696,-29350,32759,32759,32759,32759
32759,32759,32759,32759,32759,32759,32759,32759,-8,32759,-1232,-16935,23974,-27897,-17735,-16563,16118,15924,-29237,-30526,30264,-31946,-8,-13277,-17554,25518,32759,32759,32759,32759,32759,32759,32759,32759,32759,32759,32759,32759,-11450,6913
9520,31899,-28000,32760,32760,32760,32760,32760,7738,-5172,15847,3243,-14111,2481,1958,-14026,-14147,-8373,-16098,-23784,-22708,-19380,-15597,-4038,1494,4030,17575,16457,31520,26444,20672,20191,17837,12551,14714,20382,28287,-28907,32760,32760
32760,32760,32760,32433,-32667,1296,24565,-18747,26519,-22161,-17032,-17717,-4572,-2868,-29385,-27616,32761,32761,30845,-6086,13155,32761,32761,32761,32761,32761,32761,32761,32761,32761,32761,32761,32761,32761,-19869,-1311,-27263,-27664,32761,32761
32761,32761,32761,5392,-26446,4459,-8227,-18302,-8257,-5361,3037,-6474,-13051,-15191,-11396,-9393,-8528,-18157,-21833,-22217,-14788,-17505,-10309,357,-2800,1234,2172,10320,12796,19339,21539,21843,28025,-30076,-32502,32764,32764,32764,32764,32764
32764,32764,32764,32764,32764,-3,32764,32764,32764,32764,32764,32764,-31317,18448,17225,-30748,-29995,32764,32764,32764,32764,23822,-14055,23878,32764,32764,32764,32764,32764,32764,32764,32764,32764,32764,32764,32764,32764,-12264,-9480,24689
29656,-28314,32764,32764,32764,18187,-18372,-8234,-10925,-6118,-8196,-4682,6241,-14540,-2902,-7909,-11515,-7768,-8325,-17273,-18587,-18324,-20298,-20185,-12130,-5504,-8167,-3520,651,9295,19027,29038,-28502,32766,32766,32766,32766,32766,32766,32766
32766,32766,32766,32766,32766,3723,21995,-14225,-14706,24228,32766,32766,32766,32766,-25928,20768,-30951,-28656,32766,32766,32766,16018,27556,25441,32766,32766,-5938,23822,32766,32766,32766,32766,32766,32766,32766,32766,32766,32766,32766,-2632
-3022,19989,18964,-24582,32767,32767,32767,32767,14245,-25385,-3388,-11146,-7976,-11636,-265,6856,-2602,-14592,-10269,-16767,-18746,-13895,-16351,-16947,-10167,-4332,-7055,-4413,-1241,-1946,-213,1060,-843,-1295,1027,6347,7321,8174,28393,-31765
-31215,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-6780,20433,30353,-32767,-32036,-28000,-14552,-10270,6192,25265,30479,-29331,-32766,-32766,30061,21470,25916,-32766,-32766,-32766,-32766,-32766,-32766,-32766,-32766,-32766,-32766,-32766,-32766
-32329,-12403,-16663,8488,1758,9894,30901,-27840,-32764,-32764,-32764,-32764,16810,-13250,459,-3579,-864,4594,-1623,726,-10304,-13329,-11855,-14632,-17654,-16375,-17139,-15782,-14206,-18134,-13855,-12716,-8624,907,12805,24613,24586,-30232,29257,7253
1803,-8350,16393,15609,-31568,-32125,-32049,-32764,-32764,-32764,-32764,-32764,-32764,-32764,18982,7915,17104,-32764,-32764,-32764,-32764,-13594,-4802,4781,20641,31302,28549,-30133,-32762,23843,-15971,22493,31026,-32762,-32762,-32762,-32762,-32762,-32762,-32762
