0,0,0,0,0,0
-11,-9,79,120,-20,-497
-11,-9,79,120,-20,-497
-17,-13,-109,405,-319,-437
-21,-16,-81,436,-376,-370
-24,-16,-62,384,-315,-292
-27,-20,-31,30,236,-147
-23,-22,-21,-10,535,-22
-18,-25,-18,10,394,137
-18,-25,-16,-156,-76,239
-18,-20,-16,-285,-150,166
-16,-18,-14,-365,237,166
-16,-17,-12,-370,308,229
-9,-8,-10,-395,457,317
-9,-9,-9,-288,316,227
-5,-4,-6,-131,-91,266
-7,-4,-7,-177,-3,267
-7,-2,-4,-23,91,113
-7,-3,-3,70,207,204
-5,-6,-3,164,333,264
-4,-6,-4,57,396,187
0,-7,-8,-232,254,84
0,-6,-7,-24,126,146
0,-6,-7,-57,7,166
-1,-6,-7,123,-50,145
0,-6,-7,-269,584,86
1,-5,-6,-208,522,44
4,-4,-6,110,577,71
5,-5,-5,179,416,72
6,-6,-7,-9,56,54
6,-7,-6,24,49,34
6,-7,-9,-9,19,-133
5,-9,-7,33,-68,-106
4,-8,-6,65,2,-112
2,-10,-8,111,219,-221
4,-12,-8,19,110,-351
1,-11,-10,-118,-173,-319
1,-11,-12,626,887,-2924
38,-15,-2,3156,1930,-5820
80,-50,16,3144,-5,-4155
65,-59,13,3505,-1205,-3384
32,-116,31,3088,-3939,-2803
13,84,49,6332,19,-4292
29,79,61,4814,-667,-4695
34,13,101,1973,-2556,-3508
24,23,94,2461,-3092,-2598
13,-33,120,2541,633,-2919
31,-21,122,1488,194,-2641
50,-16,-116,16,-2114,-2146
38,-36,-121,2215,-4614,-1787
21,-101,-86,7540,-5089,-1983
11,-121,-53,5086,-4143,-865
-12,-107,-36,-100,-2301,-599
-41,-69,-71,-6111,-2439,204
-56,-42,-106,-6318,-1382,1267
-78,4,106,-5290,306,2795
-79,9,109,-3437,109,3305
-89,30,107,-1129,999,5048
118,90,77,-823,-920,6470
108,102,83,-2685,-1372,6257
-24,-10,43,-1109,-3901,1706
-3,-40,59,-206,-2262,2416
-42,-36,83,3130,-447,2549
-43,-42,80,1439,64,3929
-47,-20,62,764,1111,4504
-27,-7,49,1568,1914,4617
8,0,35,2734,2983,5102
41,4,18,1843,1869,5495
62,23,3,861,631,5531
69,49,-5,232,-118,5074
64,72,-4,129,-1592,4406
48,87,8,168,-2464,4397
28,100,25,-482,-2653,4904
9,-114,47,-1830,-1761,5021
15,-109,46,-2448,-1784,5169
33,-23,112,-2880,-1512,4857
38,-33,108,-2309,-1359,4644
73,17,-101,-1173,-784,3533
89,24,-102,-205,-247,2188
110,39,-110,85,503,-74
103,34,-117,264,108,-277
74,20,118,775,-956,-1481
67,15,120,628,-1598,-1087
-12,-20,104,719,-1663,-1252
3,-19,107,471,-1053,-931
-25,-54,98,349,-457,-1508
-21,-60,95,87,228,-1383
-16,-68,87,-508,1175,-2011
-20,-76,82,-224,492,-2464
-43,-107,74,676,-518,-2487
-59,-120,70,932,-742,-2407
-68,119,60,523,-31,-2385
-69,99,46,-1040,774,-1951
-67,105,47,-979,735,-1778
-56,104,39,-1949,1811,-831
-41,111,40,-1257,1850,-819
