0,1053,1053,558,-9,-568,-1996,-3477,-2423,6,-509,1139,268,244,-1598,-2237,-2004,-534,1127,998,1994,1977,1636,1164,934,538,826,1100,979,641,629,357,734,798,732,608,264,78,177,326
355,326,-48,-132,-94,-264,-318,-426,-399,-440,-546,-738,-616,-595,-685,-689,-739,-630,-608,-605,-428,-100,69,144,-184,-265,-181,-720,-482,1704,-7861,2852,12009,8566,-23992,-21225,-20514,-31949,-15095,-10197
-10356,6564,1613,7065,9552,20611,27389,-28103,27501,10669,10057,-23096,29029,9805,19402,-25464,-32666,-16479,-27759,25795,-28813,-9045,-6059,-19361,-23827,-17424,-7195,-29713,-31367,-31593,31856,-32668,-19289,-14307,11411,9266,20918,20690,14582,1739
-6884,11975,28880,14282,18766,-3604,31267,-31767,14217,28132,15602,-5424,-13930,-10928,-4740,-13126,-8438,-7974,-2383,4148,24132,24000,18778,-30170,27361,28281,19769,26133,-28710,-32666,-32666,21572,11119,30454,-32666,-19149,-32710,-24301,-32701,31787
-23645,-28684,-25579,-26293,-15473,-10322,-17405,-15202,-18864,9391,12558,-22118,-19055,7263,-7144,-22372,24831,-19653,23296,16251,2701,1365,6704,16317,11187,-8887,-30,-13590,-7150,-7382,150,6000,4037,317,3028,5136,1923,10178,25872,20022
24917,21921,17770,26531,18525,16849,21951,12938,2561,15693,-22388,26933,31189,-10600,-23640,-23654,-19780,-32529,-22900,-23134,-19726,-29972,32514,-16069,-15823,4969,5141,-892,-4361,5476,7430,4650,12091,9573,5630,20377,19782,32119,22497,23176
23851,29035,17486,7280,26570,22693,8196,-15315,-18127,-12459,-25250,-21093,-8921,-22599,-22200,-18434,-22354,-20684,-25946,-21910,-21482,-21318,-15063,-16257,-2797,-7419,-11077,19924,-20509,-30475,-22657,1432,19910,19831,19656,-3443,-13907,-1504,19277,17851
10371,-4170,-24700,-18340,-1374,26118,-5982,-4793,12627,-30516,19285,-30771,22971,22504,25592,16089,24988,-27721,-32659,28870,7698,20670,28969,-32660,-28508,-12912,-4046,-25664,27414,-32697,-25052,-15846,-21503,-14586,-10564,-8391,-4644,6624,4802,-16225
12247,-1087,-12804,-2693,-726,-1168,-4479,-7734,1152,-5147,3685,2156,6924,7962,22008,14007,15580,23614,31300,23848,26937,20269,10222,19469,32569,11086,-25770,-20463,14850,-21911,-26273,-22910,-20237,-30075,30073,-30062,-12825,-23548,-29974,-21562
-8462,-10977,-11291,-5236,-1674,5968,4751,3919,1748,3595,5719,3687,4107,12681,10750,18224,28429,32206,-31158,31006,-32014,-32657,13542,20707,15799,6796,2470,-27942,-20119,-31719,-15431,-13888,-9138,-22789,-23669,-19083,-22143,-20790,-22096,-21006
-15583,-24076,-12988,-1380,-15688,14601,8732,-25201,-26675,-17229,-7013,27250,18809,-11428,-14188,-4608,-7044,-2614,-1586,707,16415,-21633,24024,24169,-28769,28521,4256,22737,25719,20228,9096,-2758,-23978,27109,-26814,-28368,-31041,-17064,-21236,27198
-32658,-21795,-19687,-25808,-24494,30912,-12118,-27537,8180,21353,15368,14355,17031,-25467,-18972,-18826,5743,8441,6501,6551,-10208,-7712,9341,12567,15295,22906,28849,11531,-11906,22196,13738,19033,3643,13880,13370,-32175,22690,17771,15320,28928
23737,-28273,4330,4607,-1478,-6381,-8029,22385,-20343,-17414,27862,-25448,30311,-32654,-17799,-24513,-31814,-16512,-12453,15626,-3481,-9947,-4140,-3251,-4082,7600,-1777,1108,2394,25,-1485,-2584,8989,-1311,-20608,8673,-13869,9931,14512,-28968
